transaction_id,item_id,order_timestamp,category,is_returned
20,cheese,20/01/2024 15:30,Dairy & Alternatives,FALSE
20,banana,20/01/2024 15:30,Fruits & Vegetables,FALSE
20,coke,20/01/2024 15:30,Beverages,FALSE
20,apple,20/01/2024 15:30,Fruits & Vegetables,FALSE
21,bread,14/01/2024 9:41,Bakery,FALSE
22,soap,25/01/2024 13:39,Personal Care,FALSE
22,apple,25/01/2024 13:39,Fruits & Vegetables,FALSE
22,detergent,25/01/2024 13:39,Household Supplies,FALSE
22,butter,25/01/2024 13:39,Dairy & Alternatives,FALSE
22,shampoo,25/01/2024 13:39,Personal Care,FALSE
23,yogurt,13/01/2024 22:50,Dairy & Alternatives,FALSE
23,paper towels,13/01/2024 22:50,Household Supplies,FALSE
23,pasta,13/01/2024 22:50,Pantry Staples,FALSE
24,pasta,04/01/2024 12:41,Pantry Staples,FALSE
25,detergent,14/01/2024 20:55,Household Supplies,FALSE
25,paper towels,14/01/2024 20:55,Household Supplies,FALSE
26,bread,06/01/2024 10:01,Bakery,FALSE
26,detergent,06/01/2024 10:01,Household Supplies,FALSE
27,detergent,22/01/2024 20:27,Household Supplies,FALSE
27,soap,22/01/2024 20:27,Personal Care,FALSE
28,bread,28/01/2024 4:16,Bakery,FALSE
29,apple,02/01/2024 5:22,Fruits & Vegetables,FALSE
29,chicken,02/01/2024 5:22,Meat & Seafood,FALSE
29,rice,02/01/2024 5:22,Pantry Staples,FALSE
29,milk,02/01/2024 5:22,Dairy & Alternatives,FALSE
30,eggs,27/01/2024 15:23,Dairy & Alternatives,FALSE
30,rice,27/01/2024 15:23,Pantry Staples,FALSE
30,beef,27/01/2024 15:23,Meat & Seafood,FALSE
31,apple,02/01/2024 13:17,Fruits & Vegetables,FALSE
32,cereal,20/01/2024 6:34,Breakfast & Grains,FALSE
32,paper towels,20/01/2024 6:34,Household Supplies,FALSE
33,pasta,20/01/2024 12:26,Pantry Staples,FALSE
33,milk,20/01/2024 12:26,Dairy & Alternatives,FALSE
33,soap,20/01/2024 12:26,Personal Care,FALSE
34,butter,29/01/2024 1:01,Dairy & Alternatives,FALSE
34,detergent,29/01/2024 1:01,Household Supplies,FALSE
35,paper towels,18/01/2024 5:18,Household Supplies,FALSE
35,detergent,18/01/2024 5:18,Household Supplies,FALSE
35,milk,18/01/2024 5:18,Dairy & Alternatives,FALSE
35,yogurt,18/01/2024 5:18,Dairy & Alternatives,FALSE
36,paper towels,08/01/2024 2:47,Household Supplies,FALSE
36,bread,08/01/2024 2:47,Bakery,FALSE
37,apple,15/01/2024 12:30,Fruits & Vegetables,FALSE
37,cereal,15/01/2024 12:30,Breakfast & Grains,FALSE
37,detergent,15/01/2024 12:30,Household Supplies,FALSE
37,pasta,15/01/2024 12:30,Pantry Staples,FALSE
38,beef,08/01/2024 8:38,Meat & Seafood,FALSE
38,butter,08/01/2024 8:38,Dairy & Alternatives,FALSE
38,paper towels,08/01/2024 8:38,Household Supplies,FALSE
38,soap,08/01/2024 8:38,Personal Care,FALSE
39,coke,12/01/2024 7:57,Beverages,FALSE
39,milk,12/01/2024 7:57,Dairy & Alternatives,FALSE
39,apple,12/01/2024 7:57,Fruits & Vegetables,TRUE
40,bread,13/01/2024 16:39,Bakery,FALSE
40,yogurt,13/01/2024 16:39,Dairy & Alternatives,FALSE
41,butter,13/01/2024 21:15,Dairy & Alternatives,FALSE
41,beef,13/01/2024 21:15,Meat & Seafood,FALSE
41,milk,13/01/2024 21:15,Dairy & Alternatives,FALSE
41,chicken,13/01/2024 21:15,Meat & Seafood,FALSE
42,bread,17/01/2024 16:38,Bakery,FALSE
42,yogurt,17/01/2024 16:38,Dairy & Alternatives,FALSE
42,butter,17/01/2024 16:38,Dairy & Alternatives,FALSE
42,paper towels,17/01/2024 16:38,Household Supplies,FALSE
43,bread,25/01/2024 17:21,Bakery,FALSE
43,eggs,25/01/2024 17:21,Dairy & Alternatives,FALSE
44,cheese,23/01/2024 8:59,Dairy & Alternatives,FALSE
44,pepsi,23/01/2024 8:59,Beverages,FALSE
44,milk,23/01/2024 8:59,Dairy & Alternatives,FALSE
44,coke,23/01/2024 8:59,Beverages,FALSE
44,apple,23/01/2024 8:59,Fruits & Vegetables,TRUE
45,paper towels,03/01/2024 21:39,Household Supplies,FALSE
45,soap,03/01/2024 21:39,Personal Care,FALSE
45,yogurt,03/01/2024 21:39,Dairy & Alternatives,FALSE
45,cereal,03/01/2024 21:39,Breakfast & Grains,FALSE
45,butter,03/01/2024 21:39,Dairy & Alternatives,FALSE
46,butter,05/01/2024 17:08,Dairy & Alternatives,FALSE
46,paper towels,05/01/2024 17:08,Household Supplies,FALSE
46,banana,05/01/2024 17:08,Fruits & Vegetables,FALSE
46,cereal,05/01/2024 17:08,Breakfast & Grains,FALSE
46,shampoo,05/01/2024 17:08,Personal Care,FALSE
47,yogurt,25/01/2024 9:21,Dairy & Alternatives,FALSE
48,eggs,19/01/2024 12:45,Dairy & Alternatives,FALSE
48,cheese,19/01/2024 12:45,Dairy & Alternatives,FALSE
48,chicken,19/01/2024 12:45,Meat & Seafood,FALSE
48,beef,19/01/2024 12:45,Meat & Seafood,FALSE
49,eggs,21/01/2024 5:12,Dairy & Alternatives,FALSE
49,yogurt,21/01/2024 5:12,Dairy & Alternatives,FALSE
50,apple,20/01/2024 18:55,Fruits & Vegetables,FALSE
50,yogurt,20/01/2024 18:55,Dairy & Alternatives,FALSE
50,coke,20/01/2024 18:55,Beverages,FALSE
50,cheese,20/01/2024 18:55,Dairy & Alternatives,FALSE
50,pepsi,20/01/2024 18:55,Beverages,FALSE
51,pepsi,29/01/2024 3:47,Beverages,FALSE
51,eggs,29/01/2024 3:47,Dairy & Alternatives,FALSE
51,yogurt,29/01/2024 3:47,Dairy & Alternatives,FALSE
51,beef,29/01/2024 3:47,Meat & Seafood,TRUE
51,banana,29/01/2024 3:47,Fruits & Vegetables,FALSE
52,cereal,19/01/2024 15:47,Breakfast & Grains,FALSE
52,paper towels,19/01/2024 15:47,Household Supplies,FALSE
52,beef,19/01/2024 15:47,Meat & Seafood,FALSE
53,banana,25/01/2024 20:10,Fruits & Vegetables,FALSE
54,cheese,09/01/2024 2:37,Dairy & Alternatives,FALSE
54,rice,09/01/2024 2:37,Pantry Staples,FALSE
54,beef,09/01/2024 2:37,Meat & Seafood,FALSE
54,pepsi,09/01/2024 2:37,Beverages,FALSE
55,paper towels,16/01/2024 10:52,Household Supplies,FALSE
56,detergent,06/01/2024 22:15,Household Supplies,FALSE
56,paper towels,06/01/2024 22:15,Household Supplies,FALSE
57,chicken,10/01/2024 1:54,Meat & Seafood,FALSE
57,bread,10/01/2024 1:54,Bakery,FALSE
58,pepsi,15/01/2024 12:31,Beverages,FALSE
58,bread,15/01/2024 12:31,Bakery,FALSE
59,paper towels,07/01/2024 23:55,Household Supplies,FALSE
60,pepsi,23/01/2024 1:00,Beverages,FALSE
60,yogurt,23/01/2024 1:00,Dairy & Alternatives,FALSE
60,milk,23/01/2024 1:00,Dairy & Alternatives,FALSE
60,cheese,23/01/2024 1:00,Dairy & Alternatives,FALSE
60,cereal,23/01/2024 1:00,Breakfast & Grains,FALSE
61,shampoo,23/01/2024 9:45,Personal Care,FALSE
61,chicken,23/01/2024 9:45,Meat & Seafood,FALSE
61,coke,23/01/2024 9:45,Beverages,FALSE
61,beef,23/01/2024 9:45,Meat & Seafood,FALSE
62,pasta,07/01/2024 2:31,Pantry Staples,FALSE
62,paper towels,07/01/2024 2:31,Household Supplies,FALSE
62,rice,07/01/2024 2:31,Pantry Staples,FALSE
62,milk,07/01/2024 2:31,Dairy & Alternatives,FALSE
63,pasta,31/01/2024 18:22,Pantry Staples,FALSE
63,detergent,31/01/2024 18:22,Household Supplies,FALSE
63,apple,31/01/2024 18:22,Fruits & Vegetables,FALSE
64,yogurt,23/01/2024 8:25,Dairy & Alternatives,FALSE
65,yogurt,13/01/2024 23:15,Dairy & Alternatives,FALSE
65,detergent,13/01/2024 23:15,Household Supplies,FALSE
65,cereal,13/01/2024 23:15,Breakfast & Grains,FALSE
66,milk,31/01/2024 22:50,Dairy & Alternatives,FALSE
67,cheese,26/01/2024 7:08,Dairy & Alternatives,FALSE
68,eggs,29/01/2024 23:44,Dairy & Alternatives,FALSE
68,chicken,29/01/2024 23:44,Meat & Seafood,FALSE
68,apple,29/01/2024 23:44,Fruits & Vegetables,FALSE
68,banana,29/01/2024 23:44,Fruits & Vegetables,FALSE
69,detergent,19/01/2024 8:06,Household Supplies,FALSE
69,eggs,19/01/2024 8:06,Dairy & Alternatives,FALSE
69,apple,19/01/2024 8:06,Fruits & Vegetables,FALSE
69,rice,19/01/2024 8:06,Pantry Staples,FALSE
70,soap,06/01/2024 2:19,Personal Care,FALSE
70,pasta,06/01/2024 2:19,Pantry Staples,FALSE
71,chicken,20/01/2024 19:32,Meat & Seafood,FALSE
71,detergent,20/01/2024 19:32,Household Supplies,FALSE
71,beef,20/01/2024 19:32,Meat & Seafood,FALSE
71,rice,20/01/2024 19:32,Pantry Staples,FALSE
72,rice,15/01/2024 10:00,Pantry Staples,FALSE
73,cereal,19/01/2024 20:58,Breakfast & Grains,FALSE
73,paper towels,19/01/2024 20:58,Household Supplies,FALSE
73,cheese,19/01/2024 20:58,Dairy & Alternatives,FALSE
73,banana,19/01/2024 20:58,Fruits & Vegetables,FALSE
73,chicken,19/01/2024 20:58,Meat & Seafood,FALSE
74,cheese,12/01/2024 1:04,Dairy & Alternatives,FALSE
74,soap,12/01/2024 1:04,Personal Care,FALSE
74,beef,12/01/2024 1:04,Meat & Seafood,FALSE
74,chicken,12/01/2024 1:04,Meat & Seafood,FALSE
75,cheese,13/01/2024 16:52,Dairy & Alternatives,FALSE
75,pepsi,13/01/2024 16:52,Beverages,FALSE
75,chicken,13/01/2024 16:52,Meat & Seafood,FALSE
75,bread,13/01/2024 16:52,Bakery,FALSE
76,rice,01/01/2024 12:10,Pantry Staples,FALSE
76,soap,01/01/2024 12:10,Personal Care,FALSE
76,pasta,01/01/2024 12:10,Pantry Staples,FALSE
77,rice,09/01/2024 13:25,Pantry Staples,FALSE
77,pepsi,09/01/2024 13:25,Beverages,FALSE
77,apple,09/01/2024 13:25,Fruits & Vegetables,FALSE
78,beef,09/01/2024 22:44,Meat & Seafood,FALSE
78,rice,09/01/2024 22:44,Pantry Staples,FALSE
78,yogurt,09/01/2024 22:44,Dairy & Alternatives,FALSE
78,chicken,09/01/2024 22:44,Meat & Seafood,FALSE
78,detergent,09/01/2024 22:44,Household Supplies,FALSE
79,rice,07/01/2024 11:30,Pantry Staples,FALSE
80,pasta,12/01/2024 18:59,Pantry Staples,FALSE
80,bread,12/01/2024 18:59,Bakery,FALSE
80,yogurt,12/01/2024 18:59,Dairy & Alternatives,FALSE
80,beef,12/01/2024 18:59,Meat & Seafood,FALSE
81,beef,05/01/2024 19:43,Meat & Seafood,FALSE
81,detergent,05/01/2024 19:43,Household Supplies,FALSE
81,chicken,05/01/2024 19:43,Meat & Seafood,FALSE
82,chicken,30/01/2024 18:15,Meat & Seafood,FALSE
83,pepsi,06/01/2024 17:16,Beverages,FALSE
83,banana,06/01/2024 17:16,Fruits & Vegetables,FALSE
83,rice,06/01/2024 17:16,Pantry Staples,FALSE
83,cereal,06/01/2024 17:16,Breakfast & Grains,FALSE
84,cereal,25/01/2024 17:20,Breakfast & Grains,FALSE
84,yogurt,25/01/2024 17:20,Dairy & Alternatives,FALSE
84,detergent,25/01/2024 17:20,Household Supplies,FALSE
85,apple,25/01/2024 2:42,Fruits & Vegetables,FALSE
86,paper towels,06/01/2024 4:07,Household Supplies,FALSE
86,bread,06/01/2024 4:07,Bakery,TRUE
86,chicken,06/01/2024 4:07,Meat & Seafood,FALSE
86,rice,06/01/2024 4:07,Pantry Staples,FALSE
86,yogurt,06/01/2024 4:07,Dairy & Alternatives,FALSE
87,butter,27/01/2024 22:05,Dairy & Alternatives,FALSE
87,milk,27/01/2024 22:05,Dairy & Alternatives,FALSE
87,coke,27/01/2024 22:05,Beverages,FALSE
88,pepsi,20/01/2024 5:24,Beverages,FALSE
88,coke,20/01/2024 5:24,Beverages,FALSE
88,paper towels,20/01/2024 5:24,Household Supplies,FALSE
88,rice,20/01/2024 5:24,Pantry Staples,FALSE
88,soap,20/01/2024 5:24,Personal Care,FALSE
89,bread,08/01/2024 7:34,Bakery,FALSE
89,paper towels,08/01/2024 7:34,Household Supplies,FALSE
89,banana,08/01/2024 7:34,Fruits & Vegetables,FALSE
89,pepsi,08/01/2024 7:34,Beverages,FALSE
89,yogurt,08/01/2024 7:34,Dairy & Alternatives,FALSE
90,butter,25/01/2024 22:02,Dairy & Alternatives,FALSE
91,pasta,23/01/2024 16:38,Pantry Staples,FALSE
91,butter,23/01/2024 16:38,Dairy & Alternatives,FALSE
91,coke,23/01/2024 16:38,Beverages,TRUE
91,beef,23/01/2024 16:38,Meat & Seafood,FALSE
92,pepsi,16/01/2024 15:12,Beverages,FALSE
92,banana,16/01/2024 15:12,Fruits & Vegetables,FALSE
92,cereal,16/01/2024 15:12,Breakfast & Grains,FALSE
93,pasta,19/01/2024 11:35,Pantry Staples,FALSE
93,shampoo,19/01/2024 11:35,Personal Care,FALSE
93,cheese,19/01/2024 11:35,Dairy & Alternatives,FALSE
93,milk,19/01/2024 11:35,Dairy & Alternatives,FALSE
94,bread,07/01/2024 20:11,Bakery,FALSE
94,cheese,07/01/2024 20:11,Dairy & Alternatives,FALSE
94,coke,07/01/2024 20:11,Beverages,FALSE
95,butter,02/01/2024 10:58,Dairy & Alternatives,FALSE
96,yogurt,03/01/2024 1:39,Dairy & Alternatives,FALSE
96,banana,03/01/2024 1:39,Fruits & Vegetables,FALSE
96,cheese,03/01/2024 1:39,Dairy & Alternatives,FALSE
97,beef,01/01/2024 14:33,Meat & Seafood,FALSE
97,butter,01/01/2024 14:33,Dairy & Alternatives,FALSE
97,apple,01/01/2024 14:33,Fruits & Vegetables,FALSE
97,shampoo,01/01/2024 14:33,Personal Care,FALSE
97,cheese,01/01/2024 14:33,Dairy & Alternatives,FALSE
98,soap,24/01/2024 14:33,Personal Care,FALSE
98,paper towels,24/01/2024 14:33,Household Supplies,FALSE
98,rice,24/01/2024 14:33,Pantry Staples,TRUE
98,eggs,24/01/2024 14:33,Dairy & Alternatives,FALSE
99,shampoo,01/01/2024 9:04,Personal Care,FALSE
99,eggs,01/01/2024 9:04,Dairy & Alternatives,TRUE
99,coke,01/01/2024 9:04,Beverages,FALSE
99,milk,01/01/2024 9:04,Dairy & Alternatives,FALSE
99,banana,01/01/2024 9:04,Fruits & Vegetables,FALSE
100,apple,17/01/2024 22:36,Fruits & Vegetables,FALSE
100,cheese,17/01/2024 22:36,Dairy & Alternatives,FALSE
100,shampoo,17/01/2024 22:36,Personal Care,FALSE
101,pepsi,03/01/2024 14:22,Beverages,FALSE
101,detergent,03/01/2024 14:22,Household Supplies,FALSE
101,milk,03/01/2024 14:22,Dairy & Alternatives,FALSE
101,eggs,03/01/2024 14:22,Dairy & Alternatives,FALSE
101,banana,03/01/2024 14:22,Fruits & Vegetables,FALSE
102,soap,19/01/2024 8:40,Personal Care,FALSE
102,paper towels,19/01/2024 8:40,Household Supplies,FALSE
103,soap,24/01/2024 1:00,Personal Care,FALSE
104,coke,05/01/2024 13:38,Beverages,TRUE
105,rice,22/01/2024 16:50,Pantry Staples,FALSE
105,cheese,22/01/2024 16:50,Dairy & Alternatives,FALSE
105,apple,22/01/2024 16:50,Fruits & Vegetables,FALSE
105,paper towels,22/01/2024 16:50,Household Supplies,FALSE
105,banana,22/01/2024 16:50,Fruits & Vegetables,FALSE
106,apple,10/01/2024 10:58,Fruits & Vegetables,FALSE
107,cereal,11/01/2024 5:41,Breakfast & Grains,FALSE
107,eggs,11/01/2024 5:41,Dairy & Alternatives,FALSE
107,coke,11/01/2024 5:41,Beverages,FALSE
108,rice,21/01/2024 13:20,Pantry Staples,FALSE
108,pasta,21/01/2024 13:20,Pantry Staples,FALSE
108,soap,21/01/2024 13:20,Personal Care,FALSE
108,butter,21/01/2024 13:20,Dairy & Alternatives,FALSE
108,detergent,21/01/2024 13:20,Household Supplies,FALSE
109,rice,31/01/2024 8:53,Pantry Staples,FALSE
109,cereal,31/01/2024 8:53,Breakfast & Grains,TRUE
109,shampoo,31/01/2024 8:53,Personal Care,FALSE
109,apple,31/01/2024 8:53,Fruits & Vegetables,FALSE
110,banana,10/01/2024 0:21,Fruits & Vegetables,FALSE
110,eggs,10/01/2024 0:21,Dairy & Alternatives,FALSE
110,detergent,10/01/2024 0:21,Household Supplies,FALSE
111,beef,20/01/2024 20:24,Meat & Seafood,FALSE
111,coke,20/01/2024 20:24,Beverages,FALSE
111,shampoo,20/01/2024 20:24,Personal Care,TRUE
112,chicken,15/01/2024 20:20,Meat & Seafood,FALSE
113,milk,28/01/2024 20:44,Dairy & Alternatives,FALSE
114,shampoo,03/01/2024 8:45,Personal Care,FALSE
114,bread,03/01/2024 8:45,Bakery,FALSE
114,milk,03/01/2024 8:45,Dairy & Alternatives,FALSE
115,chicken,19/01/2024 18:16,Meat & Seafood,FALSE
115,bread,19/01/2024 18:16,Bakery,FALSE
116,paper towels,30/01/2024 23:31,Household Supplies,FALSE
117,yogurt,28/01/2024 1:55,Dairy & Alternatives,FALSE
117,cheese,28/01/2024 1:55,Dairy & Alternatives,FALSE
117,rice,28/01/2024 1:55,Pantry Staples,FALSE
118,pasta,02/01/2024 5:02,Pantry Staples,FALSE
118,bread,02/01/2024 5:02,Bakery,FALSE
119,coke,13/01/2024 9:32,Beverages,FALSE
119,eggs,13/01/2024 9:32,Dairy & Alternatives,FALSE
119,cheese,13/01/2024 9:32,Dairy & Alternatives,FALSE
119,butter,13/01/2024 9:32,Dairy & Alternatives,FALSE
119,pepsi,13/01/2024 9:32,Beverages,FALSE
120,banana,07/01/2024 14:13,Fruits & Vegetables,FALSE
121,yogurt,31/01/2024 3:28,Dairy & Alternatives,FALSE
121,coke,31/01/2024 3:28,Beverages,FALSE
122,pasta,18/01/2024 22:56,Pantry Staples,FALSE
122,apple,18/01/2024 22:56,Fruits & Vegetables,FALSE
122,beef,18/01/2024 22:56,Meat & Seafood,FALSE
122,chicken,18/01/2024 22:56,Meat & Seafood,FALSE
122,cereal,18/01/2024 22:56,Breakfast & Grains,FALSE
123,milk,11/01/2024 15:32,Dairy & Alternatives,FALSE
124,soap,25/01/2024 10:24,Personal Care,FALSE
124,cheese,25/01/2024 10:24,Dairy & Alternatives,FALSE
124,rice,25/01/2024 10:24,Pantry Staples,FALSE
124,milk,25/01/2024 10:24,Dairy & Alternatives,FALSE
124,eggs,25/01/2024 10:24,Dairy & Alternatives,FALSE
125,paper towels,07/01/2024 9:01,Household Supplies,FALSE
125,yogurt,07/01/2024 9:01,Dairy & Alternatives,FALSE
126,pasta,12/01/2024 22:36,Pantry Staples,FALSE
126,detergent,12/01/2024 22:36,Household Supplies,FALSE
126,butter,12/01/2024 22:36,Dairy & Alternatives,FALSE
126,paper towels,12/01/2024 22:36,Household Supplies,FALSE
127,butter,21/01/2024 22:27,Dairy & Alternatives,FALSE
127,coke,21/01/2024 22:27,Beverages,FALSE
127,detergent,21/01/2024 22:27,Household Supplies,TRUE
128,coke,07/01/2024 3:59,Beverages,FALSE
128,yogurt,07/01/2024 3:59,Dairy & Alternatives,FALSE
129,paper towels,27/01/2024 9:02,Household Supplies,FALSE
129,eggs,27/01/2024 9:02,Dairy & Alternatives,FALSE
129,shampoo,27/01/2024 9:02,Personal Care,FALSE
129,coke,27/01/2024 9:02,Beverages,FALSE
130,rice,22/01/2024 9:20,Pantry Staples,FALSE
130,bread,22/01/2024 9:20,Bakery,FALSE
131,detergent,11/01/2024 15:05,Household Supplies,FALSE
131,milk,11/01/2024 15:05,Dairy & Alternatives,FALSE
131,shampoo,11/01/2024 15:05,Personal Care,FALSE
131,beef,11/01/2024 15:05,Meat & Seafood,FALSE
132,coke,18/01/2024 20:23,Beverages,FALSE
132,chicken,18/01/2024 20:23,Meat & Seafood,FALSE
132,pepsi,18/01/2024 20:23,Beverages,FALSE
132,eggs,18/01/2024 20:23,Dairy & Alternatives,TRUE
132,cheese,18/01/2024 20:23,Dairy & Alternatives,FALSE
133,detergent,11/01/2024 3:14,Household Supplies,TRUE
133,rice,11/01/2024 3:14,Pantry Staples,FALSE
133,bread,11/01/2024 3:14,Bakery,FALSE
134,banana,25/01/2024 20:31,Fruits & Vegetables,FALSE
134,rice,25/01/2024 20:31,Pantry Staples,FALSE
135,banana,18/01/2024 22:21,Fruits & Vegetables,FALSE
135,bread,18/01/2024 22:21,Bakery,FALSE
136,paper towels,14/01/2024 3:24,Household Supplies,FALSE
137,pasta,03/01/2024 9:06,Pantry Staples,FALSE
137,paper towels,03/01/2024 9:06,Household Supplies,FALSE
137,eggs,03/01/2024 9:06,Dairy & Alternatives,FALSE
137,bread,03/01/2024 9:06,Bakery,FALSE
137,apple,03/01/2024 9:06,Fruits & Vegetables,FALSE
138,chicken,22/01/2024 1:26,Meat & Seafood,FALSE
138,shampoo,22/01/2024 1:26,Personal Care,FALSE
139,coke,03/01/2024 22:36,Beverages,FALSE
139,rice,03/01/2024 22:36,Pantry Staples,FALSE
139,shampoo,03/01/2024 22:36,Personal Care,FALSE
140,bread,09/01/2024 1:27,Bakery,FALSE
140,apple,09/01/2024 1:27,Fruits & Vegetables,FALSE
140,pepsi,09/01/2024 1:27,Beverages,FALSE
141,bread,25/01/2024 8:17,Bakery,FALSE
141,pasta,25/01/2024 8:17,Pantry Staples,FALSE
142,pasta,18/01/2024 15:28,Pantry Staples,FALSE
142,coke,18/01/2024 15:28,Beverages,FALSE
142,milk,18/01/2024 15:28,Dairy & Alternatives,FALSE
142,pepsi,18/01/2024 15:28,Beverages,FALSE
142,banana,18/01/2024 15:28,Fruits & Vegetables,FALSE
143,chicken,27/01/2024 23:12,Meat & Seafood,FALSE
143,cereal,27/01/2024 23:12,Breakfast & Grains,FALSE
144,pasta,07/01/2024 1:00,Pantry Staples,FALSE
144,banana,07/01/2024 1:00,Fruits & Vegetables,FALSE
144,yogurt,07/01/2024 1:00,Dairy & Alternatives,FALSE
144,cereal,07/01/2024 1:00,Breakfast & Grains,FALSE
145,paper towels,21/01/2024 15:26,Household Supplies,FALSE
146,coke,26/01/2024 19:29,Beverages,FALSE
146,cereal,26/01/2024 19:29,Breakfast & Grains,TRUE
147,chicken,30/01/2024 6:40,Meat & Seafood,FALSE
148,paper towels,01/01/2024 2:26,Household Supplies,FALSE
149,pepsi,01/01/2024 21:33,Beverages,FALSE
149,cheese,01/01/2024 21:33,Dairy & Alternatives,FALSE
150,banana,30/01/2024 7:23,Fruits & Vegetables,FALSE
150,chicken,30/01/2024 7:23,Meat & Seafood,FALSE
150,detergent,30/01/2024 7:23,Household Supplies,FALSE
151,cereal,03/01/2024 12:31,Breakfast & Grains,FALSE
152,soap,07/01/2024 22:18,Personal Care,FALSE
152,milk,07/01/2024 22:18,Dairy & Alternatives,FALSE
152,detergent,07/01/2024 22:18,Household Supplies,FALSE
153,apple,08/01/2024 17:22,Fruits & Vegetables,FALSE
153,shampoo,08/01/2024 17:22,Personal Care,FALSE
153,pepsi,08/01/2024 17:22,Beverages,FALSE
153,bread,08/01/2024 17:22,Bakery,FALSE
154,shampoo,08/01/2024 2:52,Personal Care,FALSE
154,coke,08/01/2024 2:52,Beverages,FALSE
155,cereal,05/01/2024 18:05,Breakfast & Grains,FALSE
155,yogurt,05/01/2024 18:05,Dairy & Alternatives,FALSE
155,milk,05/01/2024 18:05,Dairy & Alternatives,FALSE
155,bread,05/01/2024 18:05,Bakery,FALSE
155,cheese,05/01/2024 18:05,Dairy & Alternatives,FALSE
156,milk,30/01/2024 19:01,Dairy & Alternatives,FALSE
157,cheese,17/01/2024 7:28,Dairy & Alternatives,FALSE
157,yogurt,17/01/2024 7:28,Dairy & Alternatives,FALSE
158,pepsi,25/01/2024 16:06,Beverages,FALSE
158,butter,25/01/2024 16:06,Dairy & Alternatives,FALSE
158,yogurt,25/01/2024 16:06,Dairy & Alternatives,FALSE
158,milk,25/01/2024 16:06,Dairy & Alternatives,TRUE
159,soap,06/01/2024 13:39,Personal Care,FALSE
